activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration
Sleep,Refresh,1545117662520,Tue Dec 18 08:21:02 GMT+01:00 2018,1545119822520,Tue Dec 18 08:57:02 GMT+01:00 2018,2160000,36 min
Series / Docu,Entertainment,1545119822520,Tue Dec 18 08:57:02 GMT+01:00 2018,1545121071495,Tue Dec 18 09:17:51 GMT+01:00 2018,1248975,20 min
Clean,Personal Hygiene,1545121071495,Tue Dec 18 09:17:51 GMT+01:00 2018,1545121909601,Tue Dec 18 09:31:49 GMT+01:00 2018,838106,13 min
Moving - youtube,Transport,1545121909601,Tue Dec 18 09:31:49 GMT+01:00 2018,1545122629601,Tue Dec 18 09:43:49 GMT+01:00 2018,720000,12 min
Moving - youtube,Transport,1545122629601,Tue Dec 18 09:43:49 GMT+01:00 2018,1545123349601,Tue Dec 18 09:55:49 GMT+01:00 2018,720000,12 min
Work - Meeting,Value Contribution,1545123349601,Tue Dec 18 09:55:49 GMT+01:00 2018,1545124429601,Tue Dec 18 10:13:49 GMT+01:00 2018,1080000,18 min
Work - Social,Value Contribution,1545124429601,Tue Dec 18 10:13:49 GMT+01:00 2018,1545125049678,Tue Dec 18 10:24:09 GMT+01:00 2018,620077,10 min
Learning - Article,Learning,1545125049678,Tue Dec 18 10:24:09 GMT+01:00 2018,1545127077786,Tue Dec 18 10:57:57 GMT+01:00 2018,2028108,33 min
Work - Purpose,Purpose,1545127077786,Tue Dec 18 10:57:57 GMT+01:00 2018,1545128828320,Tue Dec 18 11:27:08 GMT+01:00 2018,1750534,29 min
Work - Social,Value Contribution,1545128828320,Tue Dec 18 11:27:08 GMT+01:00 2018,1545132428320,Tue Dec 18 12:27:08 GMT+01:00 2018,3600000,1 h 
Work - Purpose,Purpose,1545132428320,Tue Dec 18 12:27:08 GMT+01:00 2018,1545147829534,Tue Dec 18 16:43:49 GMT+01:00 2018,15401214,4 h 16 min
Work - Social,Value Contribution,1545147829534,Tue Dec 18 16:43:49 GMT+01:00 2018,1545148789534,Tue Dec 18 16:59:49 GMT+01:00 2018,960000,16 min
Food - Prepare,Feeding,1545148789534,Tue Dec 18 16:59:49 GMT+01:00 2018,1545149389534,Tue Dec 18 17:09:49 GMT+01:00 2018,600000,10 min
Food,Feeding,1545149389534,Tue Dec 18 17:09:49 GMT+01:00 2018,1545150349534,Tue Dec 18 17:25:49 GMT+01:00 2018,960000,16 min
WC ,Personal Hygiene,1545150349534,Tue Dec 18 17:25:49 GMT+01:00 2018,1545150829534,Tue Dec 18 17:33:49 GMT+01:00 2018,480000,8 min
Helpful Future,Ease up your life,1545150829534,Tue Dec 18 17:33:49 GMT+01:00 2018,1545153295558,Tue Dec 18 18:14:55 GMT+01:00 2018,2466024,41 min
Wasted - Moving,Wasted Time,1545153295558,Tue Dec 18 18:14:55 GMT+01:00 2018,1545155843921,Tue Dec 18 18:57:23 GMT+01:00 2018,2548363,42 min
moving  - groceries,Shopping,1545155843921,Tue Dec 18 18:57:23 GMT+01:00 2018,1545156803921,Tue Dec 18 19:13:23 GMT+01:00 2018,960000,16 min
Food - Prepare,Feeding,1545156803921,Tue Dec 18 19:13:23 GMT+01:00 2018,1545158123921,Tue Dec 18 19:35:23 GMT+01:00 2018,1320000,22 min
Food - Prepare,Feeding,1545158123921,Tue Dec 18 19:35:23 GMT+01:00 2018,1545158870195,Tue Dec 18 19:47:50 GMT+01:00 2018,746274,12 min
Food,Feeding,1545158870195,Tue Dec 18 19:47:50 GMT+01:00 2018,1545160970195,Tue Dec 18 20:22:50 GMT+01:00 2018,2100000,35 min
Series / Docu,Entertainment,1545160970195,Tue Dec 18 20:22:50 GMT+01:00 2018,1545166970195,Tue Dec 18 22:02:50 GMT+01:00 2018,6000000,1 h 40 min
Food - shit,Feeding,1545166970195,Tue Dec 18 22:02:50 GMT+01:00 2018,1545167630195,Tue Dec 18 22:13:50 GMT+01:00 2018,660000,11 min
Purpose - Learning,Purpose,1545167630195,Tue Dec 18 22:13:50 GMT+01:00 2018,1545169310195,Tue Dec 18 22:41:50 GMT+01:00 2018,1680000,28 min
Purpose - Transpose Knowledge,Purpose,1545169310195,Tue Dec 18 22:41:50 GMT+01:00 2018,1545171170195,Tue Dec 18 23:12:50 GMT+01:00 2018,1860000,31 min
Moving - social,Transport,1545171170195,Tue Dec 18 23:12:50 GMT+01:00 2018,1545172970195,Tue Dec 18 23:42:50 GMT+01:00 2018,1800000,30 min
Social - girl,Social - Persist,1545172970195,Tue Dec 18 23:42:50 GMT+01:00 2018,1545174010082,Wed Dec 19 00:00:10 GMT+01:00 2018,1039887,17 min
WC ,Personal Hygiene,1545174010082,Wed Dec 19 00:00:10 GMT+01:00 2018,1545174234859,Wed Dec 19 00:03:54 GMT+01:00 2018,224777,3 min
Clean,Personal Hygiene,1545174234859,Wed Dec 19 00:03:54 GMT+01:00 2018,1545174414859,Wed Dec 19 00:06:54 GMT+01:00 2018,180000,3 min
Analyzing,Personal Adjusting,1545174414859,Wed Dec 19 00:06:54 GMT+01:00 2018,1545174894859,Wed Dec 19 00:14:54 GMT+01:00 2018,480000,8 min
Trello,Personal Adjusting,1545174894859,Wed Dec 19 00:14:54 GMT+01:00 2018,1545175134859,Wed Dec 19 00:18:54 GMT+01:00 2018,240000,4 min
Sleep,Refresh,1545175134859,Wed Dec 19 00:18:54 GMT+01:00 2018,1545203447075,Wed Dec 19 08:10:47 GMT+01:00 2018,28312216,7 h 51 min
Learning - Language,Learning,1545203447075,Wed Dec 19 08:10:47 GMT+01:00 2018,1545204707075,Wed Dec 19 08:31:47 GMT+01:00 2018,1260000,21 min
Learning - Article,Learning,1545204707075,Wed Dec 19 08:31:47 GMT+01:00 2018,1545207073341,Wed Dec 19 09:11:13 GMT+01:00 2018,2366266,39 min
Youtube,Entertainment,1545207073341,Wed Dec 19 09:11:13 GMT+01:00 2018,1545214137877,Wed Dec 19 11:08:57 GMT+01:00 2018,7064536,1 h 57 min
WC - learn,Personal Hygiene,1545214137877,Wed Dec 19 11:08:57 GMT+01:00 2018,1545215101418,Wed Dec 19 11:25:01 GMT+01:00 2018,963541,16 min
Sport,Sport,1545215101418,Wed Dec 19 11:25:01 GMT+01:00 2018,1545215701418,Wed Dec 19 11:35:01 GMT+01:00 2018,600000,10 min
Food - Prepare,Feeding,1545215701418,Wed Dec 19 11:35:01 GMT+01:00 2018,1545216301418,Wed Dec 19 11:45:01 GMT+01:00 2018,600000,10 min
Food,Feeding,1545216301418,Wed Dec 19 11:45:01 GMT+01:00 2018,1545217778704,Wed Dec 19 12:09:38 GMT+01:00 2018,1477286,24 min
Wasted,Wasted Time,1545217778704,Wed Dec 19 12:09:38 GMT+01:00 2018,1545218729613,Wed Dec 19 12:25:29 GMT+01:00 2018,950909,15 min
Clean,Personal Hygiene,1545218729613,Wed Dec 19 12:25:29 GMT+01:00 2018,1545219861304,Wed Dec 19 12:44:21 GMT+01:00 2018,1131691,18 min
Helpful Future,Ease up your life,1545219861304,Wed Dec 19 12:44:21 GMT+01:00 2018,1545223902621,Wed Dec 19 13:51:42 GMT+01:00 2018,4041317,1 h 7 min
Bike,Sport,1545223902621,Wed Dec 19 13:51:42 GMT+01:00 2018,1545225572209,Wed Dec 19 14:19:32 GMT+01:00 2018,1669588,27 min
Work - Social,Value Contribution,1545225572209,Wed Dec 19 14:19:32 GMT+01:00 2018,1545226772209,Wed Dec 19 14:39:32 GMT+01:00 2018,1200000,20 min
Learning - Article,Learning,1545226772209,Wed Dec 19 14:39:32 GMT+01:00 2018,1545228196348,Wed Dec 19 15:03:16 GMT+01:00 2018,1424139,23 min
Purpose - Transpose Knowledge,Purpose,1545228196348,Wed Dec 19 15:03:16 GMT+01:00 2018,1545231076348,Wed Dec 19 15:51:16 GMT+01:00 2018,2880000,48 min
Food - Prepare,Feeding,1545231076348,Wed Dec 19 15:51:16 GMT+01:00 2018,1545231676348,Wed Dec 19 16:01:16 GMT+01:00 2018,600000,10 min
Food,Feeding,1545231676348,Wed Dec 19 16:01:16 GMT+01:00 2018,1545232590888,Wed Dec 19 16:16:30 GMT+01:00 2018,914540,15 min
Work - Purpose,Purpose,1545232590888,Wed Dec 19 16:16:30 GMT+01:00 2018,1545238314701,Wed Dec 19 17:51:54 GMT+01:00 2018,5723813,1 h 35 min
Helpful Future,Ease up your life,1545238314701,Wed Dec 19 17:51:54 GMT+01:00 2018,1545239034701,Wed Dec 19 18:03:54 GMT+01:00 2018,720000,12 min
Work - Social,Value Contribution,1545239034701,Wed Dec 19 18:03:54 GMT+01:00 2018,1545239988319,Wed Dec 19 18:19:48 GMT+01:00 2018,953618,15 min
Wasted - Moving,Wasted Time,1545239988319,Wed Dec 19 18:19:48 GMT+01:00 2018,1545242060288,Wed Dec 19 18:54:20 GMT+01:00 2018,2071969,34 min
Wasted - Moving,Wasted Time,1545242060288,Wed Dec 19 18:54:20 GMT+01:00 2018,1545242886504,Wed Dec 19 19:08:06 GMT+01:00 2018,826216,13 min
Food - shit,Feeding,1545242886504,Wed Dec 19 19:08:06 GMT+01:00 2018,1545243066504,Wed Dec 19 19:11:06 GMT+01:00 2018,180000,3 min
Moving - social,Transport,1545243066504,Wed Dec 19 19:11:06 GMT+01:00 2018,1545246785249,Wed Dec 19 20:13:05 GMT+01:00 2018,3718745,1 h 1 min
Moving - social,Transport,1545246785249,Wed Dec 19 20:13:05 GMT+01:00 2018,1545248105249,Wed Dec 19 20:35:05 GMT+01:00 2018,1320000,22 min
Food - Prepare,Feeding,1545248105249,Wed Dec 19 20:35:05 GMT+01:00 2018,1545248945249,Wed Dec 19 20:49:05 GMT+01:00 2018,840000,14 min
Food,Feeding,1545248945249,Wed Dec 19 20:49:05 GMT+01:00 2018,1545249845249,Wed Dec 19 21:04:05 GMT+01:00 2018,900000,15 min
Social - girl,Social - Persist,1545249845249,Wed Dec 19 21:04:05 GMT+01:00 2018,1545250805249,Wed Dec 19 21:20:05 GMT+01:00 2018,960000,16 min
Playing,Entertainment,1545250805249,Wed Dec 19 21:20:05 GMT+01:00 2018,1545251607048,Wed Dec 19 21:33:27 GMT+01:00 2018,801799,13 min
Social - Close,Social - Persist,1545251607048,Wed Dec 19 21:33:27 GMT+01:00 2018,1545252207048,Wed Dec 19 21:43:27 GMT+01:00 2018,600000,10 min
Wasted,Wasted Time,1545252207048,Wed Dec 19 21:43:27 GMT+01:00 2018,1545254354918,Wed Dec 19 22:19:14 GMT+01:00 2018,2147870,35 min
Series / Docu,Entertainment,1545254354918,Wed Dec 19 22:19:14 GMT+01:00 2018,1545257414918,Wed Dec 19 23:10:14 GMT+01:00 2018,3060000,51 min
Health - bad,Wasted Time,1545257414918,Wed Dec 19 23:10:14 GMT+01:00 2018,1545257474918,Wed Dec 19 23:11:14 GMT+01:00 2018,60000,1 min
Social - girl,Social - Persist,1545257474918,Wed Dec 19 23:11:14 GMT+01:00 2018,1545259514918,Wed Dec 19 23:45:14 GMT+01:00 2018,2040000,34 min
WC ,Personal Hygiene,1545259514918,Wed Dec 19 23:45:14 GMT+01:00 2018,1545259934918,Wed Dec 19 23:52:14 GMT+01:00 2018,420000,7 min
Clean,Personal Hygiene,1545259934918,Wed Dec 19 23:52:14 GMT+01:00 2018,1545261674918,Thu Dec 20 00:21:14 GMT+01:00 2018,1740000,29 min
Sleep,Refresh,1545261674918,Thu Dec 20 00:21:14 GMT+01:00 2018,1545289094918,Thu Dec 20 07:58:14 GMT+01:00 2018,27420000,7 h 37 min
Food - Prepare,Feeding,1545289094918,Thu Dec 20 07:58:14 GMT+01:00 2018,1545289814918,Thu Dec 20 08:10:14 GMT+01:00 2018,720000,12 min
Food,Feeding,1545289814918,Thu Dec 20 08:10:14 GMT+01:00 2018,1545290894918,Thu Dec 20 08:28:14 GMT+01:00 2018,1080000,18 min
Learning - Language,Learning,1545290894918,Thu Dec 20 08:28:14 GMT+01:00 2018,1545291794918,Thu Dec 20 08:43:14 GMT+01:00 2018,900000,15 min
Wasted - watching,Wasted Time,1545291794918,Thu Dec 20 08:43:14 GMT+01:00 2018,1545293875974,Thu Dec 20 09:17:55 GMT+01:00 2018,2081056,34 min
Sleep,Refresh,1545293875974,Thu Dec 20 09:17:55 GMT+01:00 2018,1545302515974,Thu Dec 20 11:41:55 GMT+01:00 2018,8640000,2 h 24 min
WC ,Personal Hygiene,1545302515974,Thu Dec 20 11:41:55 GMT+01:00 2018,1545303415974,Thu Dec 20 11:56:55 GMT+01:00 2018,900000,15 min
Better Now,Ease up your life,1545303415974,Thu Dec 20 11:56:55 GMT+01:00 2018,1545305215974,Thu Dec 20 12:26:55 GMT+01:00 2018,1800000,30 min
Helpful Future,Ease up your life,1545305215974,Thu Dec 20 12:26:55 GMT+01:00 2018,1545308215974,Thu Dec 20 13:16:55 GMT+01:00 2018,3000000,50 min
Social - Media,Social - Persist,1545308215974,Thu Dec 20 13:16:55 GMT+01:00 2018,1545310527323,Thu Dec 20 13:55:27 GMT+01:00 2018,2311349,38 min
Purpose - Creation,Purpose,1545310527323,Thu Dec 20 13:55:27 GMT+01:00 2018,1545320322480,Thu Dec 20 16:38:42 GMT+01:00 2018,9795157,2 h 43 min
Food,Feeding,1545320322480,Thu Dec 20 16:38:42 GMT+01:00 2018,1545320982480,Thu Dec 20 16:49:42 GMT+01:00 2018,660000,11 min
Social - Media,Social - Persist,1545320982480,Thu Dec 20 16:49:42 GMT+01:00 2018,1545322302480,Thu Dec 20 17:11:42 GMT+01:00 2018,1320000,22 min
WC ,Personal Hygiene,1545322302480,Thu Dec 20 17:11:42 GMT+01:00 2018,1545322722480,Thu Dec 20 17:18:42 GMT+01:00 2018,420000,7 min
Health - bad,Wasted Time,1545322722480,Thu Dec 20 17:18:42 GMT+01:00 2018,1545322842480,Thu Dec 20 17:20:42 GMT+01:00 2018,120000,2 min
moving  - groceries,Shopping,1545322842480,Thu Dec 20 17:20:42 GMT+01:00 2018,1545324462480,Thu Dec 20 17:47:42 GMT+01:00 2018,1620000,27 min
moving - eat,Transport,1545324462480,Thu Dec 20 17:47:42 GMT+01:00 2018,1545325002480,Thu Dec 20 17:56:42 GMT+01:00 2018,540000,9 min
Youtube,Entertainment,1545325002480,Thu Dec 20 17:56:42 GMT+01:00 2018,1545326537279,Thu Dec 20 18:22:17 GMT+01:00 2018,1534799,25 min
Moving - Analyzing,Transport,1545326537279,Thu Dec 20 18:22:17 GMT+01:00 2018,1545327185848,Thu Dec 20 18:33:05 GMT+01:00 2018,648569,10 min
Wasted - Moving,Wasted Time,1545327185848,Thu Dec 20 18:33:05 GMT+01:00 2018,1545327665848,Thu Dec 20 18:41:05 GMT+01:00 2018,480000,8 min
Moving - Analyzing,Transport,1545327665848,Thu Dec 20 18:41:05 GMT+01:00 2018,1545328257083,Thu Dec 20 18:50:57 GMT+01:00 2018,591235,9 min
Wasted - Moving,Wasted Time,1545328257083,Thu Dec 20 18:50:57 GMT+01:00 2018,1545328677083,Thu Dec 20 18:57:57 GMT+01:00 2018,420000,7 min
Moving - Analyzing,Transport,1545328677083,Thu Dec 20 18:57:57 GMT+01:00 2018,1545329517083,Thu Dec 20 19:11:57 GMT+01:00 2018,840000,14 min
Purpose - Transpose Knowledge,Purpose,1545329517083,Thu Dec 20 19:11:57 GMT+01:00 2018,1545333717083,Thu Dec 20 20:21:57 GMT+01:00 2018,4200000,1 h 10 min
Social - Real Life,Social - Persist,1545333717083,Thu Dec 20 20:21:57 GMT+01:00 2018,1545334944287,Thu Dec 20 20:42:24 GMT+01:00 2018,1227204,20 min
Moving - social,Transport,1545334944287,Thu Dec 20 20:42:24 GMT+01:00 2018,1545335724287,Thu Dec 20 20:55:24 GMT+01:00 2018,780000,13 min
Moving - Social Media,Transport,1545335724287,Thu Dec 20 20:55:24 GMT+01:00 2018,1545336444287,Thu Dec 20 21:07:24 GMT+01:00 2018,720000,12 min
Moving - Analyzing,Transport,1545336444287,Thu Dec 20 21:07:24 GMT+01:00 2018,1545337044287,Thu Dec 20 21:17:24 GMT+01:00 2018,600000,10 min
Food,Feeding,1545337044287,Thu Dec 20 21:17:24 GMT+01:00 2018,1545339223023,Thu Dec 20 21:53:43 GMT+01:00 2018,2178736,36 min
Social - girl,Social - Persist,1545339223023,Thu Dec 20 21:53:43 GMT+01:00 2018,1545339703023,Thu Dec 20 22:01:43 GMT+01:00 2018,480000,8 min
Playing,Entertainment,1545339703023,Thu Dec 20 22:01:43 GMT+01:00 2018,1545341923023,Thu Dec 20 22:38:43 GMT+01:00 2018,2220000,37 min
Social - girl,Social - Persist,1545341923023,Thu Dec 20 22:38:43 GMT+01:00 2018,1545343363023,Thu Dec 20 23:02:43 GMT+01:00 2018,1440000,24 min
Wasted - watching,Wasted Time,1545343363023,Thu Dec 20 23:02:43 GMT+01:00 2018,1545344955507,Thu Dec 20 23:29:15 GMT+01:00 2018,1592484,26 min
Social - Close,Social - Persist,1545344955507,Thu Dec 20 23:29:15 GMT+01:00 2018,1545346875507,Fri Dec 21 00:01:15 GMT+01:00 2018,1920000,32 min
Sleep,Refresh,1545346875507,Fri Dec 21 00:01:15 GMT+01:00 2018,1545373209366,Fri Dec 21 07:20:09 GMT+01:00 2018,26333859,7 h 18 min
WC ,Personal Hygiene,1545373209366,Fri Dec 21 07:20:09 GMT+01:00 2018,1545373449366,Fri Dec 21 07:24:09 GMT+01:00 2018,240000,4 min
Food,Feeding,1545373449366,Fri Dec 21 07:24:09 GMT+01:00 2018,1545373809366,Fri Dec 21 07:30:09 GMT+01:00 2018,360000,6 min
Learning - Language,Learning,1545373809366,Fri Dec 21 07:30:09 GMT+01:00 2018,1545374715979,Fri Dec 21 07:45:15 GMT+01:00 2018,906613,15 min
Social - girl,Social - Persist,1545374715979,Fri Dec 21 07:45:15 GMT+01:00 2018,1545376155979,Fri Dec 21 08:09:15 GMT+01:00 2018,1440000,24 min
Learning - Article,Learning,1545376155979,Fri Dec 21 08:09:15 GMT+01:00 2018,1545377452726,Fri Dec 21 08:30:52 GMT+01:00 2018,1296747,21 min
Wasted - watching,Wasted Time,1545377452726,Fri Dec 21 08:30:52 GMT+01:00 2018,1545380092726,Fri Dec 21 09:14:52 GMT+01:00 2018,2640000,44 min
Wasted - reading,Wasted Time,1545380092726,Fri Dec 21 09:14:52 GMT+01:00 2018,1545381292726,Fri Dec 21 09:34:52 GMT+01:00 2018,1200000,20 min
Sleep,Refresh,1545381292726,Fri Dec 21 09:34:52 GMT+01:00 2018,1545390659216,Fri Dec 21 12:10:59 GMT+01:00 2018,9366490,2 h 36 min
WC - analyzing,Personal Hygiene,1545390659216,Fri Dec 21 12:10:59 GMT+01:00 2018,1545391614075,Fri Dec 21 12:26:54 GMT+01:00 2018,954859,15 min
Food - shit,Feeding,1545391614075,Fri Dec 21 12:26:54 GMT+01:00 2018,1545391854075,Fri Dec 21 12:30:54 GMT+01:00 2018,240000,4 min
Youtube,Entertainment,1545391854075,Fri Dec 21 12:30:54 GMT+01:00 2018,1545392694075,Fri Dec 21 12:44:54 GMT+01:00 2018,840000,14 min
Sport,Sport,1545392694075,Fri Dec 21 12:44:54 GMT+01:00 2018,1545393474075,Fri Dec 21 12:57:54 GMT+01:00 2018,780000,13 min
WC - learn,Personal Hygiene,1545393474075,Fri Dec 21 12:57:54 GMT+01:00 2018,1545394014075,Fri Dec 21 13:06:54 GMT+01:00 2018,540000,9 min
Clean,Personal Hygiene,1545394014075,Fri Dec 21 13:06:54 GMT+01:00 2018,1545395860749,Fri Dec 21 13:37:40 GMT+01:00 2018,1846674,30 min
Moving - Analyzing,Transport,1545395860749,Fri Dec 21 13:37:40 GMT+01:00 2018,1545396898074,Fri Dec 21 13:54:58 GMT+01:00 2018,1037325,17 min
Purpose - Learning,Purpose,1545396898074,Fri Dec 21 13:54:58 GMT+01:00 2018,1545400191988,Fri Dec 21 14:49:51 GMT+01:00 2018,3293914,54 min
Food,Feeding,1545400191988,Fri Dec 21 14:49:51 GMT+01:00 2018,1545400791988,Fri Dec 21 14:59:51 GMT+01:00 2018,600000,10 min
Food - shit,Feeding,1545400791988,Fri Dec 21 14:59:51 GMT+01:00 2018,1545400911988,Fri Dec 21 15:01:51 GMT+01:00 2018,120000,2 min
Purpose - Learning,Purpose,1545400911988,Fri Dec 21 15:01:51 GMT+01:00 2018,1545404263529,Fri Dec 21 15:57:43 GMT+01:00 2018,3351541,55 min
Health - bad,Wasted Time,1545404263529,Fri Dec 21 15:57:43 GMT+01:00 2018,1545404323529,Fri Dec 21 15:58:43 GMT+01:00 2018,60000,1 min
WC ,Personal Hygiene,1545404323529,Fri Dec 21 15:58:43 GMT+01:00 2018,1545404623529,Fri Dec 21 16:03:43 GMT+01:00 2018,300000,5 min
Purpose - Creation,Purpose,1545404623529,Fri Dec 21 16:03:43 GMT+01:00 2018,1545406281273,Fri Dec 21 16:31:21 GMT+01:00 2018,1657744,27 min
Social - Media,Social - Persist,1545406281273,Fri Dec 21 16:31:21 GMT+01:00 2018,1545406581273,Fri Dec 21 16:36:21 GMT+01:00 2018,300000,5 min
Purpose - Creation,Purpose,1545406581273,Fri Dec 21 16:36:21 GMT+01:00 2018,1545410194377,Fri Dec 21 17:36:34 GMT+01:00 2018,3613104,1 h 
Food,Feeding,1545410194377,Fri Dec 21 17:36:34 GMT+01:00 2018,1545410494377,Fri Dec 21 17:41:34 GMT+01:00 2018,300000,5 min
Wasted - Moving,Wasted Time,1545410494377,Fri Dec 21 17:41:34 GMT+01:00 2018,1545410974377,Fri Dec 21 17:49:34 GMT+01:00 2018,480000,8 min
House cleaning,Org & Duty,1545410974377,Fri Dec 21 17:49:34 GMT+01:00 2018,1545412518341,Fri Dec 21 18:15:18 GMT+01:00 2018,1543964,25 min
Moving - youtube,Transport,1545412518341,Fri Dec 21 18:15:18 GMT+01:00 2018,1545415098341,Fri Dec 21 18:58:18 GMT+01:00 2018,2580000,43 min
Social - Family,Social - Important,1545415098341,Fri Dec 21 18:58:18 GMT+01:00 2018,1545415578341,Fri Dec 21 19:06:18 GMT+01:00 2018,480000,8 min
Social - girl,Social - Persist,1545415578341,Fri Dec 21 19:06:18 GMT+01:00 2018,1545418617612,Fri Dec 21 19:56:57 GMT+01:00 2018,3039271,50 min
Celebration - Bar ,Social - New,1545418617612,Fri Dec 21 19:56:57 GMT+01:00 2018,1545420237612,Fri Dec 21 20:23:57 GMT+01:00 2018,1620000,27 min
Moving - social,Transport,1545420237612,Fri Dec 21 20:23:57 GMT+01:00 2018,1545422637612,Fri Dec 21 21:03:57 GMT+01:00 2018,2400000,40 min
Food - restaurant,Feeding,1545422637612,Fri Dec 21 21:03:57 GMT+01:00 2018,1545424857612,Fri Dec 21 21:40:57 GMT+01:00 2018,2220000,37 min
Social - girl,Social - Persist,1545424857612,Fri Dec 21 21:40:57 GMT+01:00 2018,1545426323660,Fri Dec 21 22:05:23 GMT+01:00 2018,1466048,24 min
Moving - social,Transport,1545426323660,Fri Dec 21 22:05:23 GMT+01:00 2018,1545427644983,Fri Dec 21 22:27:24 GMT+01:00 2018,1321323,22 min
Learning - Article,Learning,1545427644983,Fri Dec 21 22:27:24 GMT+01:00 2018,1545430626523,Fri Dec 21 23:17:06 GMT+01:00 2018,2981540,49 min
Wasted - reading,Wasted Time,1545430626523,Fri Dec 21 23:17:06 GMT+01:00 2018,1545433806523,Sat Dec 22 00:10:06 GMT+01:00 2018,3180000,53 min
Wasted - watching,Wasted Time,1545433806523,Sat Dec 22 00:10:06 GMT+01:00 2018,1545436626523,Sat Dec 22 00:57:06 GMT+01:00 2018,2820000,47 min
Social - Close,Social - Persist,1545436626523,Sat Dec 22 00:57:06 GMT+01:00 2018,1545438426523,Sat Dec 22 01:27:06 GMT+01:00 2018,1800000,30 min
Social - Close,Social - Persist,1545438426523,Sat Dec 22 01:27:06 GMT+01:00 2018,1545439746523,Sat Dec 22 01:49:06 GMT+01:00 2018,1320000,22 min
Sleep,Refresh,1545439746523,Sat Dec 22 01:49:06 GMT+01:00 2018,1545461936168,Sat Dec 22 07:58:56 GMT+01:00 2018,22189645,6 h 9 min
Social - Close,Social - Persist,1545461936168,Sat Dec 22 07:58:56 GMT+01:00 2018,1545464576168,Sat Dec 22 08:42:56 GMT+01:00 2018,2640000,44 min
Social - girl,Social - Persist,1545464576168,Sat Dec 22 08:42:56 GMT+01:00 2018,1545465356168,Sat Dec 22 08:55:56 GMT+01:00 2018,780000,13 min
Wasted - watching,Wasted Time,1545465356168,Sat Dec 22 08:55:56 GMT+01:00 2018,1545470995660,Sat Dec 22 10:29:55 GMT+01:00 2018,5639492,1 h 33 min
Series / Docu,Entertainment,1545470995660,Sat Dec 22 10:29:55 GMT+01:00 2018,1545473035660,Sat Dec 22 11:03:55 GMT+01:00 2018,2040000,34 min
Series / Docu,Entertainment,1545473035660,Sat Dec 22 11:03:55 GMT+01:00 2018,1545477475660,Sat Dec 22 12:17:55 GMT+01:00 2018,4440000,1 h 14 min
Wasted - watching,Wasted Time,1545477475660,Sat Dec 22 12:17:55 GMT+01:00 2018,1545479686499,Sat Dec 22 12:54:46 GMT+01:00 2018,2210839,36 min
Helpful Future,Ease up your life,1545479686499,Sat Dec 22 12:54:46 GMT+01:00 2018,1545481356195,Sat Dec 22 13:22:36 GMT+01:00 2018,1669696,27 min
Social - Media,Social - Persist,1545481356195,Sat Dec 22 13:22:36 GMT+01:00 2018,1545481896195,Sat Dec 22 13:31:36 GMT+01:00 2018,540000,9 min
Wasted,Wasted Time,1545481896195,Sat Dec 22 13:31:36 GMT+01:00 2018,1545483516195,Sat Dec 22 13:58:36 GMT+01:00 2018,1620000,27 min
Food - Prepare,Feeding,1545483516195,Sat Dec 22 13:58:36 GMT+01:00 2018,1545484836195,Sat Dec 22 14:20:36 GMT+01:00 2018,1320000,22 min
Food - Prepare,Feeding,1545484836195,Sat Dec 22 14:20:36 GMT+01:00 2018,1545485136195,Sat Dec 22 14:25:36 GMT+01:00 2018,300000,5 min
Food,Feeding,1545485136195,Sat Dec 22 14:25:36 GMT+01:00 2018,1545486244186,Sat Dec 22 14:44:04 GMT+01:00 2018,1107991,18 min
Series / Docu,Entertainment,1545486244186,Sat Dec 22 14:44:04 GMT+01:00 2018,1545489047295,Sat Dec 22 15:30:47 GMT+01:00 2018,2803109,46 min
Wasted - reading,Wasted Time,1545489047295,Sat Dec 22 15:30:47 GMT+01:00 2018,1545491987612,Sat Dec 22 16:19:47 GMT+01:00 2018,2940317,49 min
Clean,Personal Hygiene,1545491987612,Sat Dec 22 16:19:47 GMT+01:00 2018,1545493787612,Sat Dec 22 16:49:47 GMT+01:00 2018,1800000,30 min
Walking ,Sport,1545493787612,Sat Dec 22 16:49:47 GMT+01:00 2018,1545495521493,Sat Dec 22 17:18:41 GMT+01:00 2018,1733881,28 min
moving  - groceries,Shopping,1545495521493,Sat Dec 22 17:18:41 GMT+01:00 2018,1545498581493,Sat Dec 22 18:09:41 GMT+01:00 2018,3060000,51 min
Wasted - Moving,Wasted Time,1545498581493,Sat Dec 22 18:09:41 GMT+01:00 2018,1545499602349,Sat Dec 22 18:26:42 GMT+01:00 2018,1020856,17 min
Walking ,Sport,1545499602349,Sat Dec 22 18:26:42 GMT+01:00 2018,1545500622349,Sat Dec 22 18:43:42 GMT+01:00 2018,1020000,17 min
Food - shit,Feeding,1545500622349,Sat Dec 22 18:43:42 GMT+01:00 2018,1545501222349,Sat Dec 22 18:53:42 GMT+01:00 2018,600000,10 min
Series / Docu,Entertainment,1545501222349,Sat Dec 22 18:53:42 GMT+01:00 2018,1545502788612,Sat Dec 22 19:19:48 GMT+01:00 2018,1566263,26 min
